Running for FP6
Threshold for Lidar outliers = 0.1m.
Img Id, Detector, Descriptor, Matcher, Selector, TTCCamera, TTCLidar
Image 13,BRISK,FREAK,MAT_BF,SEL_KNN,12.163,9.22307
Image 14,BRISK,FREAK,MAT_BF,SEL_KNN,12.7996,10.9678
Image 15,BRISK,FREAK,MAT_BF,SEL_KNN,10.1495,8.09422
Image 16,BRISK,FREAK,MAT_BF,SEL_KNN,10.1502,8.81392
Image 17,BRISK,FREAK,MAT_BF,SEL_KNN,8.93436,10.2926
Image 18,BRISK,FREAK,MAT_BF,SEL_KNN,11.2937,8.30978
Image 1,BRISK,ORB,MAT_BF,SEL_KNN,11.7869,12.5604
Image 2,BRISK,ORB,MAT_BF,SEL_KNN,15.3994,12.6628
Image 3,BRISK,ORB,MAT_BF,SEL_KNN,13.843,16.2563
Image 4,BRISK,ORB,MAT_BF,SEL_KNN,15.2939,13.834
Image 5,BRISK,ORB,MAT_BF,SEL_KNN,16.7853,13.0305
Image 6,BRISK,ORB,MAT_BF,SEL_KNN,14.5425,13.3877
Image 7,BRISK,ORB,MAT_BF,SEL_KNN,12.3431,13.2877
Image 8,BRISK,ORB,MAT_BF,SEL_KNN,13.1421,13.671
Image 9,BRISK,ORB,MAT_BF,SEL_KNN,13.5338,14.6431
Image 10,BRISK,ORB,MAT_BF,SEL_KNN,12.4285,9.85736
Image 11,BRISK,ORB,MAT_BF,SEL_KNN,11.9019,14.9877
Image 12,BRISK,ORB,MAT_BF,SEL_KNN,10.7574,10.1
Image 13,BRISK,ORB,MAT_BF,SEL_KNN,11.3486,9.22307
Image 14,BRISK,ORB,MAT_BF,SEL_KNN,11.2285,10.9678
Image 15,BRISK,ORB,MAT_BF,SEL_KNN,10.9796,8.09422
Image 16,BRISK,ORB,MAT_BF,SEL_KNN,9.12466,8.81392
Image 17,BRISK,ORB,MAT_BF,SEL_KNN,9.75863,10.2926
Image 18,BRISK,ORB,MAT_BF,SEL_KNN,9.9742,8.30978
Image 1,ORB,BRIEF,MAT_BF,SEL_KNN,12.583,12.5604
Image 2,ORB,BRIEF,MAT_BF,SEL_KNN,14.35,12.6628
Image 3,ORB,BRIEF,MAT_BF,SEL_KNN,30.405,16.2563
Image 4,ORB,BRIEF,MAT_BF,SEL_KNN,15.1581,13.834
Image 5,ORB,BRIEF,MAT_BF,SEL_KNN,24.9881,13.0305
Image 6,ORB,BRIEF,MAT_BF,SEL_KNN,12.6738,13.3877
Image 7,ORB,BRIEF,MAT_BF,SEL_KNN,17.5079,13.2877
Image 8,ORB,BRIEF,MAT_BF,SEL_KNN,53.5784,13.671
Image 9,ORB,BRIEF,MAT_BF,SEL_KNN,16.8011,14.6431
Image 10,ORB,BRIEF,MAT_BF,SEL_KNN,6.50167,9.85736
Image 11,ORB,BRIEF,MAT_BF,SEL_KNN,8.30335,14.9877
Image 12,ORB,BRIEF,MAT_BF,SEL_KNN,27.2384,10.1
Image 13,ORB,BRIEF,MAT_BF,SEL_KNN,39.6956,9.22307
Image 14,ORB,BRIEF,MAT_BF,SEL_KNN,12.5976,10.9678
Image 15,ORB,BRIEF,MAT_BF,SEL_KNN,10.0804,8.09422
Image 16,ORB,BRIEF,MAT_BF,SEL_KNN,8.08284,8.81392
Image 17,ORB,BRIEF,MAT_BF,SEL_KNN,11.3819,10.2926
Image 18,ORB,BRIEF,MAT_BF,SEL_KNN,18.1332,8.30978
Image 1,ORB,SIFT,MAT_BF,SEL_KNN,10.322,12.5604
Image 2,ORB,SIFT,MAT_BF,SEL_KNN,10.126,12.6628
Image 3,ORB,SIFT,MAT_BF,SEL_KNN,11.9174,16.2563
Image 4,ORB,SIFT,MAT_BF,SEL_KNN,30.6455,13.834
Image 5,ORB,SIFT,MAT_BF,SEL_KNN,21.7629,13.0305
Image 6,ORB,SIFT,MAT_BF,SEL_KNN,11.1051,13.3877
Image 7,ORB,SIFT,MAT_BF,SEL_KNN,19.493,13.2877
Image 8,ORB,SIFT,MAT_BF,SEL_KNN,10.9105,13.671
Image 9,ORB,SIFT,MAT_BF,SEL_KNN,21.2278,14.6431
Image 10,ORB,SIFT,MAT_BF,SEL_KNN,10.3247,9.85736
Image 11,ORB,SIFT,MAT_BF,SEL_KNN,7.2013,14.9877
Image 12,ORB,SIFT,MAT_BF,SEL_KNN,-inf,10.1
Image 13,ORB,SIFT,MAT_BF,SEL_KNN,9.4184,9.22307
Image 14,ORB,SIFT,MAT_BF,SEL_KNN,21.1154,10.9678
Image 15,ORB,SIFT,MAT_BF,SEL_KNN,11.4778,8.09422
Image 16,ORB,SIFT,MAT_BF,SEL_KNN,8.03336,8.81392
Image 17,ORB,SIFT,MAT_BF,SEL_KNN,18.7399,10.2926
Image 18,ORB,SIFT,MAT_BF,SEL_KNN,12.9794,8.30978
Image 1,ORB,BRISK,MAT_BF,SEL_KNN,14.4902,12.5604
Image 2,ORB,BRISK,MAT_BF,SEL_KNN,9.83645,12.6628
Image 3,ORB,BRISK,MAT_BF,SEL_KNN,10.7823,16.2563
Image 4,ORB,BRISK,MAT_BF,SEL_KNN,30.1566,13.834
Image 5,ORB,BRISK,MAT_BF,SEL_KNN,49.3508,13.0305
Image 6,ORB,BRISK,MAT_BF,SEL_KNN,12.0538,13.3877
Image 7,ORB,BRISK,MAT_BF,SEL_KNN,12.8469,13.2877
Image 8,ORB,BRISK,MAT_BF,SEL_KNN,10.8638,13.671
Image 9,ORB,BRISK,MAT_BF,SEL_KNN,12.9994,14.6431
Image 10,ORB,BRISK,MAT_BF,SEL_KNN,13.3037,9.85736
Image 11,ORB,BRISK,MAT_BF,SEL_KNN,6.77755,14.9877
Image 12,ORB,BRISK,MAT_BF,SEL_KNN,-inf,10.1
Image 13,ORB,BRISK,MAT_BF,SEL_KNN,13.0181,9.22307
Image 14,ORB,BRISK,MAT_BF,SEL_KNN,9.10961,10.9678
Image 15,ORB,BRISK,MAT_BF,SEL_KNN,26.1262,8.09422
Image 16,ORB,BRISK,MAT_BF,SEL_KNN,10.0471,8.81392
Image 17,ORB,BRISK,MAT_BF,SEL_KNN,15.8889,10.2926
Image 18,ORB,BRISK,MAT_BF,SEL_KNN,27.5113,8.30978
Image 1,ORB,FREAK,MAT_BF,SEL_KNN,12.5394,12.5604
Image 2,ORB,FREAK,MAT_BF,SEL_KNN,11.1048,12.6628
Image 3,ORB,FREAK,MAT_BF,SEL_KNN,10.8292,16.2563
Image 4,ORB,FREAK,MAT_BF,SEL_KNN,11.5627,13.834
Image 5,ORB,FREAK,MAT_BF,SEL_KNN,-inf,13.0305
Image 6,ORB,FREAK,MAT_BF,SEL_KNN,11.1989,13.3877
Image 7,ORB,FREAK,MAT_BF,SEL_KNN,-inf,13.2877
Image 8,ORB,FREAK,MAT_BF,SEL_KNN,11.9978,13.671
Image 9,ORB,FREAK,MAT_BF,SEL_KNN,12.8815,14.6431
Image 10,ORB,FREAK,MAT_BF,SEL_KNN,57.0409,9.85736
Image 11,ORB,FREAK,MAT_BF,SEL_KNN,8.29125,14.9877
Image 12,ORB,FREAK,MAT_BF,SEL_KNN,24.4501,10.1
Image 13,ORB,FREAK,MAT_BF,SEL_KNN,5.29697,9.22307
Image 14,ORB,FREAK,MAT_BF,SEL_KNN,38.4661,10.9678
Image 15,ORB,FREAK,MAT_BF,SEL_KNN,8.60003,8.09422
Image 16,ORB,FREAK,MAT_BF,SEL_KNN,9.05907,8.81392
Image 17,ORB,FREAK,MAT_BF,SEL_KNN,8.85705,10.2926
Image 18,ORB,FREAK,MAT_BF,SEL_KNN,7.49556,8.30978
Image 1,ORB,ORB,MAT_BF,SEL_KNN,18.8522,12.5604
Image 2,ORB,ORB,MAT_BF,SEL_KNN,9.42423,12.6628
Image 3,ORB,ORB,MAT_BF,SEL_KNN,12.248,16.2563
Image 4,ORB,ORB,MAT_BF,SEL_KNN,32.9777,13.834
Image 5,ORB,ORB,MAT_BF,SEL_KNN,42.5038,13.0305
Image 6,ORB,ORB,MAT_BF,SEL_KNN,18.051,13.3877
Image 7,ORB,ORB,MAT_BF,SEL_KNN,-inf,13.2877
Image 8,ORB,ORB,MAT_BF,SEL_KNN,10.8546,13.671
Image 9,ORB,ORB,MAT_BF,SEL_KNN,-inf,14.6431
Image 10,ORB,ORB,MAT_BF,SEL_KNN,11.4759,9.85736
Image 11,ORB,ORB,MAT_BF,SEL_KNN,6.83492,14.9877
Image 12,ORB,ORB,MAT_BF,SEL_KNN,32.0942,10.1
Image 13,ORB,ORB,MAT_BF,SEL_KNN,9.26524,9.22307
Image 14,ORB,ORB,MAT_BF,SEL_KNN,11.4406,10.9678
Image 15,ORB,ORB,MAT_BF,SEL_KNN,9.81627,8.09422
Image 16,ORB,ORB,MAT_BF,SEL_KNN,9.49044,8.81392
Image 17,ORB,ORB,MAT_BF,SEL_KNN,15.7683,10.2926
Image 18,ORB,ORB,MAT_BF,SEL_KNN,14.2111,8.30978
Image 1,AKAZE,BRIEF,MAT_BF,SEL_KNN,13.0961,12.5604
Image 2,AKAZE,BRIEF,MAT_BF,SEL_KNN,14.0421,12.6628
Image 3,AKAZE,BRIEF,MAT_BF,SEL_KNN,12.9611,16.2563
Image 4,AKAZE,BRIEF,MAT_BF,SEL_KNN,13.8305,13.834
Image 5,AKAZE,BRIEF,MAT_BF,SEL_KNN,14.2708,13.0305
Image 6,AKAZE,BRIEF,MAT_BF,SEL_KNN,13.4147,13.3877
Image 7,AKAZE,BRIEF,MAT_BF,SEL_KNN,15.4495,13.2877
Image 8,AKAZE,BRIEF,MAT_BF,SEL_KNN,13.8811,13.671
Image 9,AKAZE,BRIEF,MAT_BF,SEL_KNN,14.108,14.6431
Image 10,AKAZE,BRIEF,MAT_BF,SEL_KNN,11.9985,9.85736
Image 11,AKAZE,BRIEF,MAT_BF,SEL_KNN,12.7506,14.9877
Image 12,AKAZE,BRIEF,MAT_BF,SEL_KNN,10.6193,10.1
Image 13,AKAZE,BRIEF,MAT_BF,SEL_KNN,10.3765,9.22307
Image 14,AKAZE,BRIEF,MAT_BF,SEL_KNN,9.66344,10.9678
Image 15,AKAZE,BRIEF,MAT_BF,SEL_KNN,9.05838,8.09422
Image 16,AKAZE,BRIEF,MAT_BF,SEL_KNN,9.78128,8.81392
Image 17,AKAZE,BRIEF,MAT_BF,SEL_KNN,9.01137,10.2926
Image 18,AKAZE,BRIEF,MAT_BF,SEL_KNN,8.69302,8.30978
Image 1,AKAZE,SIFT,MAT_BF,SEL_KNN,12.3568,12.5604
Image 2,AKAZE,SIFT,MAT_BF,SEL_KNN,13.5627,12.6628
Image 3,AKAZE,SIFT,MAT_BF,SEL_KNN,13.0218,16.2563
Image 4,AKAZE,SIFT,MAT_BF,SEL_KNN,14.0162,13.834
Image 5,AKAZE,SIFT,MAT_BF,SEL_KNN,14.8974,13.0305
Image 6,AKAZE,SIFT,MAT_BF,SEL_KNN,13.5311,13.3877
Image 7,AKAZE,SIFT,MAT_BF,SEL_KNN,15.2208,13.2877
Image 8,AKAZE,SIFT,MAT_BF,SEL_KNN,13.6743,13.671
Image 9,AKAZE,SIFT,MAT_BF,SEL_KNN,13.9708,14.6431
Image 10,AKAZE,SIFT,MAT_BF,SEL_KNN,11.7035,9.85736
Image 11,AKAZE,SIFT,MAT_BF,SEL_KNN,12.0129,14.9877
Image 12,AKAZE,SIFT,MAT_BF,SEL_KNN,10.5298,10.1
Image 13,AKAZE,SIFT,MAT_BF,SEL_KNN,10.893,9.22307
Image 14,AKAZE,SIFT,MAT_BF,SEL_KNN,10.3685,10.9678
Image 15,AKAZE,SIFT,MAT_BF,SEL_KNN,9.58921,8.09422
Image 16,AKAZE,SIFT,MAT_BF,SEL_KNN,9.778,8.81392
Image 17,AKAZE,SIFT,MAT_BF,SEL_KNN,8.95211,10.2926
Image 18,AKAZE,SIFT,MAT_BF,SEL_KNN,8.73116,8.30978
Image 1,AKAZE,BRISK,MAT_BF,SEL_KNN,11.9826,12.5604
Image 2,AKAZE,BRISK,MAT_BF,SEL_KNN,14.7135,12.6628
Image 3,AKAZE,BRISK,MAT_BF,SEL_KNN,13.8076,16.2563
Image 4,AKAZE,BRISK,MAT_BF,SEL_KNN,14.397,13.834
Image 5,AKAZE,BRISK,MAT_BF,SEL_KNN,13.937,13.0305
Image 6,AKAZE,BRISK,MAT_BF,SEL_KNN,13.4768,13.3877
Image 7,AKAZE,BRISK,MAT_BF,SEL_KNN,15.3286,13.2877
Image 8,AKAZE,BRISK,MAT_BF,SEL_KNN,13.7981,13.671
Image 9,AKAZE,BRISK,MAT_BF,SEL_KNN,13.7656,14.6431
Image 10,AKAZE,BRISK,MAT_BF,SEL_KNN,11.7954,9.85736
Image 11,AKAZE,BRISK,MAT_BF,SEL_KNN,11.7834,14.9877
Image 12,AKAZE,BRISK,MAT_BF,SEL_KNN,10.4971,10.1
Image 13,AKAZE,BRISK,MAT_BF,SEL_KNN,10.0989,9.22307
Image 14,AKAZE,BRISK,MAT_BF,SEL_KNN,9.93713,10.9678
Image 15,AKAZE,BRISK,MAT_BF,SEL_KNN,9.8022,8.09422
Image 16,AKAZE,BRISK,MAT_BF,SEL_KNN,10.2422,8.81392
Image 17,AKAZE,BRISK,MAT_BF,SEL_KNN,9.1758,10.2926
Image 18,AKAZE,BRISK,MAT_BF,SEL_KNN,8.70355,8.30978
Image 1,AKAZE,FREAK,MAT_BF,SEL_KNN,12.7596,12.5604
Image 2,AKAZE,FREAK,MAT_BF,SEL_KNN,12.7714,12.6628
Image 3,AKAZE,FREAK,MAT_BF,SEL_KNN,12.8102,16.2563
Image 4,AKAZE,FREAK,MAT_BF,SEL_KNN,13.8095,13.834
Image 5,AKAZE,FREAK,MAT_BF,SEL_KNN,15.0233,13.0305
Image 6,AKAZE,FREAK,MAT_BF,SEL_KNN,13.8549,13.3877
Image 7,AKAZE,FREAK,MAT_BF,SEL_KNN,15.2385,13.2877
Image 8,AKAZE,FREAK,MAT_BF,SEL_KNN,14.0332,13.671
Image 9,AKAZE,FREAK,MAT_BF,SEL_KNN,12.8045,14.6431
Image 10,AKAZE,FREAK,MAT_BF,SEL_KNN,12.1775,9.85736
Image 11,AKAZE,FREAK,MAT_BF,SEL_KNN,11.5577,14.9877
Image 12,AKAZE,FREAK,MAT_BF,SEL_KNN,10.1773,10.1
Image 13,AKAZE,FREAK,MAT_BF,SEL_KNN,10.3162,9.22307
Image 14,AKAZE,FREAK,MAT_BF,SEL_KNN,9.44426,10.9678
Image 15,AKAZE,FREAK,MAT_BF,SEL_KNN,9.11705,8.09422
Image 16,AKAZE,FREAK,MAT_BF,SEL_KNN,10.5233,8.81392
Image 17,AKAZE,FREAK,MAT_BF,SEL_KNN,8.68867,10.2926
Image 18,AKAZE,FREAK,MAT_BF,SEL_KNN,8.39936,8.30978
Image 1,AKAZE,AKAZE,MAT_BF,SEL_KNN,12.4936,12.5604
Image 2,AKAZE,AKAZE,MAT_BF,SEL_KNN,13.5719,12.6628
Image 3,AKAZE,AKAZE,MAT_BF,SEL_KNN,12.8492,16.2563
Image 4,AKAZE,AKAZE,MAT_BF,SEL_KNN,13.709,13.834
Image 5,AKAZE,AKAZE,MAT_BF,SEL_KNN,14.521,13.0305
Image 6,AKAZE,AKAZE,MAT_BF,SEL_KNN,13.0185,13.3877
Image 7,AKAZE,AKAZE,MAT_BF,SEL_KNN,15.1478,13.2877
Image 8,AKAZE,AKAZE,MAT_BF,SEL_KNN,14.0843,13.671
Image 9,AKAZE,AKAZE,MAT_BF,SEL_KNN,13.4641,14.6431
Image 10,AKAZE,AKAZE,MAT_BF,SEL_KNN,11.6239,9.85736
Image 11,AKAZE,AKAZE,MAT_BF,SEL_KNN,12.2936,14.9877
Image 12,AKAZE,AKAZE,MAT_BF,SEL_KNN,10.9332,10.1
Image 13,AKAZE,AKAZE,MAT_BF,SEL_KNN,10.83,9.22307
Image 14,AKAZE,AKAZE,MAT_BF,SEL_KNN,10.399,10.9678
Image 15,AKAZE,AKAZE,MAT_BF,SEL_KNN,10.0517,8.09422
Image 16,AKAZE,AKAZE,MAT_BF,SEL_KNN,9.73794,8.81392
Image 17,AKAZE,AKAZE,MAT_BF,SEL_KNN,8.83527,10.2926
Image 18,AKAZE,AKAZE,MAT_BF,SEL_KNN,8.62537,8.30978
Image 1,AKAZE,ORB,MAT_BF,SEL_KNN,12.3636,12.5604
Image 2,AKAZE,ORB,MAT_BF,SEL_KNN,14.8633,12.6628
Image 3,AKAZE,ORB,MAT_BF,SEL_KNN,13.0857,16.2563
Image 4,AKAZE,ORB,MAT_BF,SEL_KNN,13.7473,13.834
Image 5,AKAZE,ORB,MAT_BF,SEL_KNN,15.1051,13.0305
Image 6,AKAZE,ORB,MAT_BF,SEL_KNN,13.1805,13.3877
Image 7,AKAZE,ORB,MAT_BF,SEL_KNN,15.248,13.2877
Image 8,AKAZE,ORB,MAT_BF,SEL_KNN,13.6698,13.671
Image 9,AKAZE,ORB,MAT_BF,SEL_KNN,13.1452,14.6431
Image 10,AKAZE,ORB,MAT_BF,SEL_KNN,11.6909,9.85736
Image 11,AKAZE,ORB,MAT_BF,SEL_KNN,11.6617,14.9877
Image 12,AKAZE,ORB,MAT_BF,SEL_KNN,10.9656,10.1
Image 13,AKAZE,ORB,MAT_BF,SEL_KNN,10.1952,9.22307
Image 14,AKAZE,ORB,MAT_BF,SEL_KNN,10.7533,10.9678
Image 15,AKAZE,ORB,MAT_BF,SEL_KNN,10.2422,8.09422
Image 16,AKAZE,ORB,MAT_BF,SEL_KNN,9.43263,8.81392
Image 17,AKAZE,ORB,MAT_BF,SEL_KNN,9.09281,10.2926
Image 18,AKAZE,ORB,MAT_BF,SEL_KNN,8.54011,8.30978
Image 1,SIFT,BRIEF,MAT_BF,SEL_KNN,11.6786,12.5604
Image 2,SIFT,BRIEF,MAT_BF,SEL_KNN,12.3231,12.6628
Image 3,SIFT,BRIEF,MAT_BF,SEL_KNN,13.9361,16.2563
Image 4,SIFT,BRIEF,MAT_BF,SEL_KNN,21.8231,13.834
Image 5,SIFT,BRIEF,MAT_BF,SEL_KNN,12.2258,13.0305
Image 6,SIFT,BRIEF,MAT_BF,SEL_KNN,11.7817,13.3877
Image 7,SIFT,BRIEF,MAT_BF,SEL_KNN,13.1005,13.2877
Image 8,SIFT,BRIEF,MAT_BF,SEL_KNN,16.9408,13.671
Image 9,SIFT,BRIEF,MAT_BF,SEL_KNN,12.9973,14.6431
Image 10,SIFT,BRIEF,MAT_BF,SEL_KNN,10.4063,9.85736
Image 11,SIFT,BRIEF,MAT_BF,SEL_KNN,10.2424,14.9877
Image 12,SIFT,BRIEF,MAT_BF,SEL_KNN,10.7274,10.1
Image 13,SIFT,BRIEF,MAT_BF,SEL_KNN,9.10434,9.22307
Image 14,SIFT,BRIEF,MAT_BF,SEL_KNN,10.7506,10.9678
Image 15,SIFT,BRIEF,MAT_BF,SEL_KNN,9.64069,8.09422
Image 16,SIFT,BRIEF,MAT_BF,SEL_KNN,9.07765,8.81392
Image 17,SIFT,BRIEF,MAT_BF,SEL_KNN,8.46381,10.2926
Image 18,SIFT,BRIEF,MAT_BF,SEL_KNN,8.81472,8.30978
Image 1,SIFT,SIFT,MAT_BF,SEL_KNN,10.235,12.5604
Image 2,SIFT,SIFT,MAT_BF,SEL_KNN,12.0955,12.6628
Image 3,SIFT,SIFT,MAT_BF,SEL_KNN,12.6772,16.2563
Image 4,SIFT,SIFT,MAT_BF,SEL_KNN,14.7828,13.834
Image 5,SIFT,SIFT,MAT_BF,SEL_KNN,13.2759,13.0305
Image 6,SIFT,SIFT,MAT_BF,SEL_KNN,11.2401,13.3877
Image 7,SIFT,SIFT,MAT_BF,SEL_KNN,13.2208,13.2877
Image 8,SIFT,SIFT,MAT_BF,SEL_KNN,14.6381,13.671
Image 9,SIFT,SIFT,MAT_BF,SEL_KNN,11.6158,14.6431
Image 10,SIFT,SIFT,MAT_BF,SEL_KNN,10.0766,9.85736
Image 11,SIFT,SIFT,MAT_BF,SEL_KNN,9.83883,14.9877
Image 12,SIFT,SIFT,MAT_BF,SEL_KNN,10.5837,10.1
Image 13,SIFT,SIFT,MAT_BF,SEL_KNN,8.31329,9.22307
Image 14,SIFT,SIFT,MAT_BF,SEL_KNN,9.05208,10.9678
Image 15,SIFT,SIFT,MAT_BF,SEL_KNN,9.34863,8.09422
Image 16,SIFT,SIFT,MAT_BF,SEL_KNN,8.71978,8.81392
Image 17,SIFT,SIFT,MAT_BF,SEL_KNN,8.54488,10.2926
Image 18,SIFT,SIFT,MAT_BF,SEL_KNN,8.50404,8.30978
Image 1,SIFT,BRISK,MAT_BF,SEL_KNN,13.4484,12.5604
Image 2,SIFT,BRISK,MAT_BF,SEL_KNN,13.9835,12.6628
Image 3,SIFT,BRISK,MAT_BF,SEL_KNN,13.6246,16.2563
Image 4,SIFT,BRISK,MAT_BF,SEL_KNN,17.9531,13.834
Image 5,SIFT,BRISK,MAT_BF,SEL_KNN,13.056,13.0305
Image 6,SIFT,BRISK,MAT_BF,SEL_KNN,10.2076,13.3877
Image 7,SIFT,BRISK,MAT_BF,SEL_KNN,13.3445,13.2877
Image 8,SIFT,BRISK,MAT_BF,SEL_KNN,15.9879,13.671
Image 9,SIFT,BRISK,MAT_BF,SEL_KNN,13.6789,14.6431
Image 10,SIFT,BRISK,MAT_BF,SEL_KNN,10.2504,9.85736
Image 11,SIFT,BRISK,MAT_BF,SEL_KNN,11.4023,14.9877
Image 12,SIFT,BRISK,MAT_BF,SEL_KNN,11.1495,10.1
Image 13,SIFT,BRISK,MAT_BF,SEL_KNN,9.29492,9.22307
Image 14,SIFT,BRISK,MAT_BF,SEL_KNN,9.97719,10.9678
Image 15,SIFT,BRISK,MAT_BF,SEL_KNN,9.64069,8.09422
Image 16,SIFT,BRISK,MAT_BF,SEL_KNN,8.71978,8.81392
Image 17,SIFT,BRISK,MAT_BF,SEL_KNN,8.86943,10.2926
Image 18,SIFT,BRISK,MAT_BF,SEL_KNN,8.909,8.30978
Image 1,SIFT,FREAK,MAT_BF,SEL_KNN,12.7893,12.5604
Image 2,SIFT,FREAK,MAT_BF,SEL_KNN,13.5542,12.6628
Image 3,SIFT,FREAK,MAT_BF,SEL_KNN,13.6148,16.2563
Image 4,SIFT,FREAK,MAT_BF,SEL_KNN,19.0674,13.834
Image 5,SIFT,FREAK,MAT_BF,SEL_KNN,13.3937,13.0305
Image 6,SIFT,FREAK,MAT_BF,SEL_KNN,11.3016,13.3877
Image 7,SIFT,FREAK,MAT_BF,SEL_KNN,13.5867,13.2877
Image 8,SIFT,FREAK,MAT_BF,SEL_KNN,14.059,13.671
Image 9,SIFT,FREAK,MAT_BF,SEL_KNN,11.8472,14.6431
Image 10,SIFT,FREAK,MAT_BF,SEL_KNN,9.56625,9.85736
Image 11,SIFT,FREAK,MAT_BF,SEL_KNN,9.24125,14.9877
Image 12,SIFT,FREAK,MAT_BF,SEL_KNN,9.25149,10.1
Image 13,SIFT,FREAK,MAT_BF,SEL_KNN,8.73557,9.22307
Image 14,SIFT,FREAK,MAT_BF,SEL_KNN,9.97719,10.9678
Image 15,SIFT,FREAK,MAT_BF,SEL_KNN,9.64228,8.09422
Image 16,SIFT,FREAK,MAT_BF,SEL_KNN,8.1069,8.81392
Image 17,SIFT,FREAK,MAT_BF,SEL_KNN,8.40695,10.2926
Image 18,SIFT,FREAK,MAT_BF,SEL_KNN,8.99715,8.30978
